user_id,subscription_type,country,avg_daily_minutes,number_of_playlists,top_genre,skips_per_day,support_tickets,days_since_last_login,churned
user_476,Premium,IN,146.9,3,Pop,0,0,4,0
user_477,Premium,AU,113.7,3,Hip-Hop,4,0,0,0
user_478,Free,DE,62.3,3,Jazz,4,0,11,0
user_479,Free,BR,27.3,4,Electronic,4,0,10,0
user_480,Free,CA,60.6,2,Rock,7,0,20,0
user_481,Free,PK,41.6,2,Electronic,1,2,0,1
user_482,Premium,UK,123.3,1,Country,3,0,6,0
user_483,Premium,DE,103.5,5,Pop,5,0,4,0
user_484,Premium,CA,89.2,6,Pop,8,0,18,0
user_485,Premium,BR,100.6,8,Electronic,1,0,3,0
user_486,Premium,US,147.6,4,Pop,9,0,16,0
user_487,Premium,US,128.7,5,Classical,4,1,3,0
user_488,Premium,IN,144.3,1,Pop,8,1,9,0
user_489,Free,RU,91.0,4,Classical,1,0,5,0
user_490,Premium,UK,107.7,3,Hip-Hop,3,2,0,0
user_491,Free,DE,99.3,4,Hip-Hop,3,0,5,0
user_492,Premium,US,113.7,7,Pop,1,0,9,0
user_493,Premium,US,83.0,3,Electronic,4,0,11,0
user_494,Premium,CA,128.4,4,Classical,1,2,0,0
user_495,Premium,US,136.4,5,Rock,3,0,0,0
user_496,Premium,BR,116.7,2,Hip-Hop,3,0,0,0
user_497,Premium,PK,112.2,8,Classical,6,0,1,0
user_498,Premium,US,111.1,4,Rock,5,0,21,0
user_499,Premium,AU,155.2,5,Pop,4,0,4,0
user_500,Premium,AU,133.4,6,Electronic,0,1,1,0
user_501,Premium,IN,172.0,9,Country,6,2,5,0
user_502,Premium,CA,135.0,2,Pop,2,0,2,0
user_503,Free,RU,55.0,1,Country,0,0,8,0
user_504,Premium,CA,142.4,4,Pop,1,0,9,0
user_505,Premium,DE,44.1,4,Hip-Hop,8,0,9,0
user_506,Free,RU,118.8,1,Electronic,1,0,0,0
user_507,Free,DE,139.3,0,Electronic,5,0,7,0
user_508,Free,IN,74.0,1,Electronic,5,0,15,0
user_509,Free,FR,78.6,1,Jazz,6,0,6,0
user_510,Free,IN,59.1,2,Jazz,8,0,4,0
user_511,Premium,US,92.8,3,Pop,3,0,7,0
user_512,Premium,CA,161.2,10,Country,4,0,20,0
user_513,Free,UK,58.4,2,Electronic,6,1,8,0
user_514,Premium,RU,139.4,7,Classical,4,0,22,0
user_515,Free,FR,77.8,0,Hip-Hop,6,0,0,1
user_516,Premium,AU,125.8,8,Hip-Hop,4,0,12,0
user_517,Free,DE,36.8,2,Electronic,2,0,16,1
user_518,Free,UK,18.6,0,Rock,2,0,31,0
user_519,Free,RU,88.6,3,Jazz,7,1,13,1
user_520,Free,RU,75.5,2,Rock,3,0,14,0
user_521,Premium,BR,155.7,6,Hip-Hop,6,0,0,0
user_522,Free,BR,92.1,0,Classical,4,0,5,0
user_523,Free,AU,39.7,1,Hip-Hop,2,0,16,1
user_524,Premium,PK,110.8,5,Rock,6,0,3,0
user_525,Premium,BR,120.0,3,Electronic,6,0,0,0
user_526,Premium,UK,148.1,4,Country,2,1,3,0
user_527,Premium,IN,96.9,3,Electronic,7,0,3,0
user_528,Free,AU,54.2,0,Country,4,0,10,0
user_529,Premium,RU,121.8,5,Jazz,9,0,1,0
user_530,Premium,AU,80.7,5,Classical,8,0,5,0
user_531,Premium,PK,174.0,7,Classical,5,0,2,0
user_532,Premium,CA,105.3,6,Rock,6,0,16,1
user_533,Premium,AU,151.8,10,Country,6,0,3,0
user_534,Free,UK,44.7,0,Hip-Hop,4,0,1,0
user_535,Premium,RU,104.3,5,Rock,2,0,0,0
user_536,Premium,RU,153.6,3,Electronic,5,0,3,0
user_537,Free,UK,50.2,2,Hip-Hop,7,0,3,0
user_538,Free,IN,34.0,1,Hip-Hop,2,0,3,0
user_539,Free,BR,45.7,3,Hip-Hop,5,0,5,0
user_540,Premium,CA,125.8,4,Pop,7,0,33,0
user_541,Free,CA,68.0,0,Electronic,0,0,10,0
user_542,Premium,DE,116.0,6,Classical,2,0,10,0
user_543,Premium,BR,122.7,5,Rock,3,0,15,0
user_544,Free,AU,50.5,1,Jazz,5,0,4,0
user_545,Free,RU,60.0,3,Jazz,0,0,2,0
user_546,Free,UK,-8.9,0,Classical,0,0,0,0
user_547,Free,CA,46.4,4,Rock,5,0,2,1
user_548,Premium,PK,129.0,4,Electronic,11,0,21,0
user_549,Free,UK,80.1,0,Hip-Hop,0,0,1,0
user_550,Free,FR,84.5,4,Classical,7,0,3,0
user_551,Free,DE,24.3,5,Hip-Hop,2,0,22,1
user_552,Free,AU,79.2,0,Jazz,0,0,0,0
user_553,Premium,BR,121.2,2,Electronic,7,0,0,0
user_554,Premium,IN,104.6,1,Classical,1,0,0,0
user_555,Free,BR,53.1,0,Classical,0,0,7,1
user_556,Free,IN,54.3,1,Rock,5,1,6,0
user_557,Premium,BR,120.7,6,Jazz,1,0,14,0
user_558,Premium,BR,153.4,5,Rock,9,0,37,1
user_559,Premium,FR,140.2,6,Pop,3,0,0,0
user_560,Free,BR,42.8,3,Classical,2,0,7,0
user_561,Premium,UK,82.8,2,Classical,5,0,18,0
user_562,Premium,CA,121.5,6,Classical,7,1,6,1
user_563,Premium,PK,72.0,3,Rock,4,2,13,1
user_564,Premium,DE,70.7,3,Hip-Hop,4,1,31,1
user_565,Free,UK,60.6,2,Jazz,1,1,2,1
user_566,Premium,DE,101.5,5,Country,2,0,15,0
user_567,Premium,RU,86.7,5,Electronic,6,0,4,0
user_568,Premium,DE,154.2,2,Country,7,0,4,0
user_569,Free,PK,53.0,2,Rock,7,0,12,0
user_570,Free,FR,57.7,0,Country,4,0,31,0
user_571,Premium,IN,71.8,5,Country,11,0,0,0
user_572,Premium,IN,120.2,6,Electronic,3,1,6,0
user_573,Premium,DE,53.6,8,Country,0,1,0,1
user_574,Free,FR,52.0,2,Electronic,6,0,2,0
user_575,Premium,UK,72.1,5,Jazz,11,0,0,0
user_576,Premium,CA,79.1,5,Jazz,5,2,2,0
user_577,Free,UK,72.8,2,Electronic,3,2,6,0
user_578,Premium,UK,134.6,3,Country,7,0,10,0
user_579,Premium,DE,91.3,5,Jazz,9,0,6,0
user_580,Free,RU,70.7,3,Rock,4,0,2,0
user_581,Free,US,22.5,3,Pop,7,0,13,0
user_582,Premium,UK,106.4,4,Country,2,0,0,0
user_583,Premium,AU,183.0,4,Rock,3,2,5,0
user_584,Premium,FR,100.6,2,Rock,0,1,14,0
user_585,Free,CA,4.0,4,Hip-Hop,2,0,8,0
user_586,Premium,US,143.7,7,Jazz,1,0,2,0
user_587,Premium,AU,120.4,3,Electronic,3,0,30,1
user_588,Free,UK,80.6,0,Rock,10,0,8,0
user_589,Premium,US,168.5,5,Electronic,2,0,22,1
user_590,Premium,IN,80.1,7,Jazz,3,0,6,0
user_591,Premium,UK,76.5,4,Pop,1,0,4,0
user_592,Free,IN,70.9,1,Electronic,6,2,0,1
user_593,Premium,US,41.9,5,Classical,6,0,4,0
user_594,Premium,IN,132.1,7,Jazz,7,0,10,0
user_595,Free,UK,6.6,2,Rock,3,0,1,0
user_596,Free,AU,57.6,3,Hip-Hop,0,0,0,1
user_597,Premium,DE,87.4,2,Classical,7,0,13,0
user_598,Free,US,25.5,1,Country,8,1,3,0
user_599,Free,RU,95.8,0,Classical,3,0,4,0
user_600,Premium,DE,133.9,7,Jazz,0,0,10,0
user_601,Premium,UK,122.6,3,Classical,2,1,15,1
user_602,Free,CA,75.7,3,Rock,5,0,0,0
user_603,Premium,PK,139.5,1,Electronic,8,0,14,0
user_604,Premium,UK,90.1,5,Pop,2,0,7,0
user_605,Free,US,78.2,1,Country,6,0,12,0
user_606,Premium,AU,146.6,6,Jazz,4,0,11,0
user_607,Premium,RU,140.0,5,Rock,7,0,2,0
user_608,Premium,DE,101.5,2,Country,1,0,38,0
user_609,Premium,UK,133.2,6,Hip-Hop,6,0,29,0
user_610,Premium,US,170.2,0,Rock,4,0,1,0
user_611,Premium,RU,140.9,6,Pop,4,0,18,0
user_612,Premium,UK,117.9,4,Pop,6,0,2,0
user_613,Free,CA,86.7,3,Classical,6,0,0,0
user_614,Free,CA,61.5,5,Rock,5,0,19,0
user_615,Premium,UK,134.8,3,Country,0,1,1,0
user_616,Premium,PK,152.9,2,Pop,1,0,20,0
user_617,Premium,BR,151.8,6,Jazz,7,0,8,0
user_618,Premium,IN,79.0,5,Hip-Hop,3,0,3,0
user_619,Premium,UK,89.1,2,Rock,0,0,13,0
user_620,Premium,US,153.4,3,Rock,4,0,15,0
user_621,Premium,IN,103.9,1,Country,1,0,0,0
user_622,Premium,AU,157.1,6,Rock,4,0,10,0
user_623,Premium,FR,153.5,7,Country,3,0,13,0
user_624,Premium,US,80.2,4,Rock,3,0,3,0
user_625,Free,AU,70.3,1,Pop,5,1,1,0
user_626,Premium,FR,97.2,8,Hip-Hop,3,0,12,0
user_627,Free,FR,4.6,0,Classical,0,0,2,0
user_628,Free,CA,40.5,0,Classical,4,2,3,0
user_629,Premium,PK,126.2,5,Country,2,0,0,0
user_630,Premium,US,125.3,4,Rock,5,0,0,0
user_631,Premium,US,170.2,7,Hip-Hop,1,0,0,0
user_632,Premium,FR,144.9,7,Pop,8,0,9,0
user_633,Premium,US,86.3,3,Rock,8,0,29,1
user_634,Premium,PK,128.1,4,Jazz,5,0,8,0
user_635,Premium,UK,151.4,7,Classical,4,0,8,0
user_636,Premium,UK,118.7,4,Classical,0,0,31,0
user_637,Premium,DE,153.7,4,Hip-Hop,6,0,37,0
user_638,Premium,CA,89.4,3,Hip-Hop,4,0,13,0
user_639,Premium,IN,116.1,6,Country,3,0,12,0
user_640,Free,BR,11.8,2,Jazz,4,0,9,1
user_641,Free,DE,21.2,3,Jazz,3,0,2,1
user_642,Free,IN,67.9,2,Country,6,0,0,0
user_643,Premium,US,96.5,3,Rock,2,1,0,0
user_644,Free,DE,35.0,5,Hip-Hop,4,0,9,1
user_645,Free,IN,42.6,2,Pop,6,2,26,0
user_646,Premium,PK,134.2,2,Rock,5,0,9,0
user_647,Premium,UK,146.1,6,Pop,2,0,4,0
user_648,Free,DE,61.1,2,Country,7,0,7,0
user_649,Premium,UK,96.4,2,Classical,5,0,15,0
user_650,Free,UK,81.6,6,Rock,2,1,2,0
user_651,Free,CA,41.8,5,Pop,10,0,27,1
user_652,Free,RU,37.0,1,Jazz,0,1,0,1
user_653,Free,AU,60.8,0,Rock,4,0,26,0
user_654,Free,BR,39.3,2,Rock,3,0,5,0
user_655,Free,FR,22.3,3,Jazz,4,0,0,0
user_656,Free,FR,51.6,3,Jazz,1,0,21,1
user_657,Premium,PK,137.1,6,Rock,4,0,3,0
user_658,Premium,AU,101.6,5,Country,0,0,7,0
user_659,Premium,CA,79.5,2,Classical,6,0,3,0
user_660,Free,CA,76.4,0,Classical,0,0,7,0
user_661,Premium,US,113.1,3,Country,5,2,2,0
user_662,Premium,DE,209.6,5,Rock,7,0,18,0
user_663,Free,US,72.6,3,Country,11,2,1,1
user_664,Premium,AU,86.1,3,Hip-Hop,6,1,11,0
user_665,Free,DE,47.5,1,Classical,7,0,7,0
user_666,Free,RU,87.6,1,Pop,6,0,4,0
user_667,Premium,IN,113.5,4,Classical,12,1,2,0
user_668,Premium,BR,133.0,4,Classical,3,0,2,0
user_669,Free,DE,90.6,6,Classical,0,0,7,0
user_670,Free,RU,3.6,4,Rock,8,1,1,1
user_671,Free,CA,-19.1,2,Pop,5,0,7,0
user_672,Premium,UK,147.7,5,Country,2,0,1,0
user_673,Free,AU,33.1,1,Classical,2,0,4,1
user_674,Free,IN,79.5,1,Electronic,5,1,7,0
user_675,Premium,CA,111.0,4,Rock,12,0,9,0
user_676,Premium,RU,86.6,2,Country,7,0,0,0
user_677,Premium,AU,128.4,8,Hip-Hop,6,0,18,0
user_678,Free,US,71.7,0,Electronic,4,1,15,1
user_679,Premium,RU,80.4,4,Pop,2,0,4,0
user_680,Premium,RU,118.1,4,Rock,7,0,7,0
user_681,Premium,CA,101.8,5,Electronic,8,0,5,0
user_682,Free,UK,45.2,0,Country,2,0,4,0
user_683,Premium,BR,101.3,4,Pop,3,0,12,0
user_684,Free,FR,-6.2,4,Country,7,0,0,1
user_685,Free,AU,79.5,0,Rock,4,1,16,1
user_686,Free,PK,59.8,2,Jazz,9,0,0,0
user_687,Premium,DE,133.7,7,Rock,7,0,16,0
user_688,Free,US,83.7,0,Hip-Hop,5,0,11,1
user_689,Free,AU,102.1,3,Rock,3,0,22,0
user_690,Premium,UK,105.6,5,Hip-Hop,5,0,14,0
user_691,Premium,US,171.0,7,Jazz,5,1,10,1
user_692,Premium,IN,148.2,4,Pop,1,0,12,0
user_693,Free,PK,34.6,0,Electronic,1,1,2,1
user_694,Premium,FR,96.5,6,Rock,4,0,7,0
user_695,Premium,BR,92.8,8,Rock,6,0,15,0
user_696,Free,RU,90.9,3,Jazz,1,0,3,1
user_697,Free,FR,65.2,3,Pop,1,0,2,1
user_698,Premium,BR,93.1,2,Jazz,7,1,9,0
user_699,Premium,AU,145.4,2,Rock,6,0,14,0
user_700,Free,US,78.8,0,Hip-Hop,9,0,5,0
user_701,Premium,RU,130.5,1,Pop,5,0,3,0
user_702,Free,CA,52.1,3,Country,4,0,55,0
user_703,Premium,PK,130.1,5,Pop,6,1,0,0
user_704,Premium,PK,73.9,7,Electronic,2,1,16,0
user_705,Premium,BR,89.5,4,Hip-Hop,4,0,15,0
user_706,Premium,PK,116.0,1,Classical,6,1,10,0
user_707,Premium,RU,138.7,7,Rock,6,0,8,0
user_708,Free,IN,92.7,3,Rock,5,1,8,1
user_709,Premium,AU,124.3,5,Rock,3,2,12,0
user_710,Premium,FR,166.9,2,Hip-Hop,3,1,9,0
user_711,Free,AU,71.0,0,Classical,6,0,8,0
user_712,Free,BR,86.6,1,Country,3,0,11,0
user_713,Premium,AU,88.2,7,Pop,10,0,11,0
user_714,Premium,UK,120.1,2,Pop,7,0,1,0
user_715,Free,PK,96.9,5,Hip-Hop,6,1,6,1
user_716,Premium,RU,93.6,6,Classical,6,0,1,0
user_717,Premium,RU,166.6,6,Classical,6,0,32,0
user_718,Free,CA,73.9,0,Electronic,14,0,5,0
user_719,Premium,CA,127.2,2,Pop,6,0,8,0
user_720,Free,BR,53.9,0,Country,8,0,0,1
user_721,Premium,IN,117.8,4,Hip-Hop,5,2,21,0
user_722,Premium,FR,97.3,5,Electronic,7,0,2,0
user_723,Free,DE,78.9,0,Country,7,0,58,0
user_724,Premium,CA,101.1,5,Country,5,0,6,0
user_725,Free,PK,44.5,1,Jazz,4,0,0,0
user_726,Premium,US,97.6,3,Rock,2,0,6,0
user_727,Premium,DE,105.3,4,Pop,4,0,36,0
user_728,Premium,FR,112.8,1,Hip-Hop,3,1,16,0
user_729,Premium,UK,83.9,2,Electronic,3,0,2,0
user_730,Premium,IN,109.4,7,Country,1,0,0,0
user_731,Free,FR,77.9,0,Electronic,3,1,19,1
user_732,Free,US,32.2,0,Rock,4,1,8,0
user_733,Free,DE,49.2,2,Electronic,5,0,1,1
user_734,Premium,PK,200.8,2,Pop,7,1,6,0
user_735,Premium,BR,117.6,3,Rock,7,0,0,0
user_736,Free,FR,43.5,0,Classical,0,1,12,1
user_737,Premium,FR,175.0,6,Jazz,6,1,3,0
user_738,Premium,DE,131.1,7,Jazz,5,0,45,0
user_739,Premium,RU,111.6,6,Pop,4,0,13,0
user_740,Premium,CA,77.8,0,Classical,0,0,18,0
user_741,Free,UK,88.5,1,Jazz,0,0,6,0
user_742,Premium,FR,92.3,4,Hip-Hop,6,0,2,0
user_743,Premium,DE,177.1,8,Rock,11,0,2,0
user_744,Free,RU,55.2,0,Jazz,7,0,10,0
user_745,Premium,BR,126.5,2,Hip-Hop,3,0,2,0
user_746,Free,US,34.9,2,Classical,3,0,3,0
user_747,Free,DE,26.9,2,Electronic,8,0,4,0
user_748,Premium,CA,104.6,5,Classical,2,0,18,1
user_749,Premium,PK,104.1,5,Rock,1,0,2,0
user_750,Premium,PK,140.4,4,Country,6,1,3,0
user_751,Premium,UK,136.0,7,Rock,3,0,6,0
user_752,Free,CA,73.8,0,Hip-Hop,4,0,6,0
user_753,Premium,BR,91.9,3,Pop,5,1,6,0
user_754,Premium,UK,114.4,8,Jazz,4,1,1,0
user_755,Premium,AU,37.6,4,Classical,3,0,17,1
user_756,Premium,IN,161.7,3,Rock,1,0,7,0
user_757,Premium,BR,143.0,5,Rock,6,0,0,0
user_758,Premium,BR,237.8,5,Hip-Hop,3,0,5,0
user_759,Premium,US,111.4,5,Jazz,4,0,2,0
user_760,Free,IN,47.3,2,Jazz,2,0,3,0
user_761,Free,AU,47.5,0,Electronic,3,0,13,0
user_762,Premium,US,157.7,5,Pop,3,0,2,0
user_763,Premium,CA,140.6,8,Country,4,1,0,1
user_764,Premium,DE,140.1,8,Rock,5,0,2,0
user_765,Free,AU,54.2,1,Classical,5,0,27,1
user_766,Premium,FR,127.6,6,Hip-Hop,0,0,11,0
user_767,Premium,AU,146.1,4,Electronic,2,2,3,0
user_768,Premium,CA,148.7,6,Country,8,0,9,0
user_769,Premium,AU,101.9,4,Pop,0,0,4,0
user_770,Free,US,48.2,1,Classical,1,0,26,1
user_771,Premium,US,129.7,2,Jazz,5,1,2,0
user_772,Premium,US,30.3,9,Classical,3,2,13,0
user_773,Premium,US,134.0,8,Pop,2,0,5,0
user_774,Free,PK,112.4,1,Hip-Hop,6,0,11,1
user_775,Premium,US,95.3,3,Hip-Hop,3,0,5,0
user_776,Premium,RU,88.3,5,Classical,10,0,3,0
user_777,Premium,PK,62.6,4,Electronic,0,0,1,0
user_778,Premium,BR,179.6,5,Rock,1,0,23,0
user_779,Premium,DE,157.9,3,Hip-Hop,6,0,17,0
user_780,Free,BR,66.0,5,Rock,7,0,22,0
user_781,Free,US,10.4,0,Electronic,4,0,8,1
user_782,Premium,BR,122.8,2,Rock,4,1,39,0
user_783,Free,UK,105.5,3,Hip-Hop,5,0,7,0
user_784,Premium,FR,113.6,1,Jazz,6,0,27,0
user_785,Premium,FR,62.8,3,Hip-Hop,3,1,2,0
user_786,Premium,UK,176.6,2,Country,6,0,8,0
user_787,Premium,IN,152.5,4,Hip-Hop,4,0,4,0
user_788,Premium,UK,159.8,7,Hip-Hop,3,1,3,1
user_789,Premium,BR,74.4,0,Hip-Hop,3,1,4,0
user_790,Premium,AU,136.6,5,Electronic,6,1,4,1
user_791,Free,US,3.9,1,Country,5,0,7,0
user_792,Premium,RU,133.5,4,Electronic,3,0,5,0
user_793,Premium,RU,133.6,3,Pop,5,1,12,0
user_794,Premium,IN,133.4,4,Jazz,2,1,1,1
user_795,Premium,US,138.3,5,Pop,3,0,4,0
user_796,Premium,PK,126.7,0,Country,8,0,17,0
user_797,Free,CA,72.8,4,Classical,0,0,1,0
user_798,Free,DE,38.7,0,Jazz,0,0,11,0
user_799,Free,PK,43.3,2,Classical,1,0,1,0
user_800,Free,BR,48.1,0,Country,4,0,21,1
user_801,Premium,CA,74.6,5,Rock,10,0,31,0
user_802,Premium,PK,120.6,5,Electronic,4,0,27,0
user_803,Free,BR,66.8,3,Country,1,0,13,1
user_804,Premium,CA,171.1,8,Pop,6,2,5,0
user_805,Free,AU,83.3,3,Jazz,5,0,7,0
user_806,Premium,RU,112.5,4,Classical,8,0,4,0
user_807,Premium,BR,114.4,5,Hip-Hop,4,0,7,0
user_808,Free,BR,96.6,3,Hip-Hop,0,0,3,0
user_809,Premium,CA,117.2,5,Electronic,2,0,11,0
user_810,Premium,US,158.4,7,Hip-Hop,3,0,3,0
user_811,Premium,PK,169.5,7,Classical,2,0,27,1
user_812,Premium,BR,130.8,5,Rock,1,1,2,0
user_813,Premium,FR,133.5,1,Classical,1,0,1,0
user_814,Premium,DE,111.5,7,Jazz,3,1,22,1
user_815,Free,AU,54.2,0,Pop,8,1,1,0
user_816,Premium,BR,169.7,4,Jazz,3,0,20,0
user_817,Free,BR,55.8,3,Pop,0,0,0,1
user_818,Premium,RU,159.5,4,Jazz,5,1,15,0
user_819,Premium,RU,117.3,4,Rock,0,0,36,1
user_820,Free,RU,104.8,0,Classical,6,1,12,0
user_821,Free,RU,74.2,1,Electronic,7,0,0,0
user_822,Premium,FR,56.2,7,Jazz,4,1,16,1
user_823,Premium,PK,98.8,3,Hip-Hop,4,1,4,0
user_824,Free,PK,33.1,3,Electronic,2,0,0,1
user_825,Premium,CA,32.8,4,Electronic,1,0,7,0
user_826,Premium,IN,71.1,5,Classical,1,0,16,0
user_827,Premium,CA,101.8,5,Classical,3,0,4,0
user_828,Premium,AU,99.2,8,Electronic,2,0,0,0
user_829,Free,AU,57.1,1,Country,2,0,10,1
user_830,Free,US,78.2,3,Electronic,4,0,22,1
user_831,Premium,FR,89.9,3,Electronic,0,0,11,0
user_832,Premium,FR,105.0,6,Rock,7,0,17,1
user_833,Premium,UK,86.9,4,Classical,2,1,11,0
user_834,Premium,PK,159.9,4,Jazz,4,0,49,0
user_835,Premium,FR,146.8,8,Electronic,3,0,6,0
user_836,Free,CA,81.4,0,Classical,10,0,5,0
user_837,Free,BR,81.4,0,Country,3,0,27,0
user_838,Premium,CA,133.1,6,Country,6,0,8,0
user_839,Free,DE,31.4,0,Hip-Hop,2,0,20,0
user_840,Free,IN,84.9,1,Electronic,7,0,11,0
user_841,Premium,PK,170.0,8,Hip-Hop,7,0,5,0
user_842,Free,CA,113.5,3,Jazz,2,0,2,1
user_843,Free,CA,28.5,3,Classical,9,0,2,0
user_844,Premium,FR,140.9,7,Jazz,5,0,0,0
user_845,Free,CA,34.6,4,Classical,7,0,4,1
user_846,Free,PK,58.8,1,Rock,4,0,0,0
user_847,Free,DE,27.9,5,Rock,1,0,3,1
user_848,Free,RU,65.7,2,Classical,5,0,0,0
user_849,Premium,US,125.5,6,Pop,5,0,0,0
user_850,Premium,RU,206.1,5,Classical,2,0,4,0
user_851,Premium,AU,114.8,6,Country,6,1,3,0
user_852,Premium,FR,98.0,8,Pop,5,1,23,0
user_853,Free,PK,79.2,4,Jazz,6,0,3,0
user_854,Premium,CA,124.4,6,Classical,1,0,10,0
user_855,Premium,PK,112.9,5,Classical,2,0,10,0
user_856,Premium,DE,155.2,1,Country,7,0,1,0
user_857,Free,AU,66.9,3,Electronic,4,1,13,1
user_858,Premium,US,93.8,4,Jazz,5,0,0,0
user_859,Free,IN,32.5,4,Country,8,0,31,1
user_860,Premium,FR,124.0,6,Jazz,13,0,0,0
user_861,Premium,US,55.4,6,Jazz,0,0,2,0
user_862,Premium,RU,165.1,4,Pop,3,0,1,0
user_863,Premium,UK,162.6,0,Hip-Hop,8,1,3,1
user_864,Premium,FR,130.1,3,Classical,0,0,11,0
user_865,Premium,AU,85.4,7,Country,6,0,1,0
user_866,Premium,IN,91.9,8,Electronic,7,0,12,0
user_867,Premium,IN,136.0,5,Hip-Hop,10,0,9,0
user_868,Premium,CA,120.0,4,Pop,0,0,9,0
user_869,Free,US,49.2,2,Classical,4,0,8,0
user_870,Premium,FR,90.5,3,Rock,5,0,0,0
user_871,Free,AU,65.9,0,Electronic,0,1,10,1
user_872,Free,RU,67.7,5,Country,4,0,2,1
user_873,Premium,RU,147.4,1,Country,9,0,4,0
user_874,Premium,PK,137.2,3,Jazz,11,0,2,0
user_875,Premium,FR,135.1,8,Pop,7,0,0,0
user_876,Premium,CA,112.7,4,Rock,4,0,14,0
user_877,Free,UK,29.2,4,Rock,2,0,14,0
user_878,Premium,FR,168.9,0,Electronic,1,0,27,0
user_879,Free,CA,44.4,1,Jazz,6,0,4,1
user_880,Premium,AU,122.3,4,Hip-Hop,3,1,7,1
user_881,Premium,BR,133.7,3,Jazz,1,0,1,0
user_882,Premium,UK,69.4,4,Rock,7,0,4,0
user_883,Free,IN,38.7,5,Classical,3,0,16,0
user_884,Premium,UK,125.3,5,Pop,6,1,30,0
user_885,Premium,RU,117.7,2,Jazz,9,0,5,0
user_886,Free,FR,114.2,0,Classical,3,1,4,0
user_887,Premium,IN,135.2,3,Hip-Hop,11,0,20,0
user_888,Premium,FR,155.7,1,Rock,7,0,16,0
user_889,Free,PK,35.5,2,Pop,7,0,5,0
user_890,Premium,RU,124.2,3,Electronic,3,0,1,0
user_891,Premium,IN,179.2,2,Classical,6,1,17,0
user_892,Premium,BR,164.7,4,Hip-Hop,2,0,9,0
user_893,Free,FR,74.7,3,Hip-Hop,5,0,1,0
user_894,Premium,CA,117.0,6,Jazz,2,0,0,0
user_895,Free,CA,73.1,0,Pop,7,0,11,0
user_896,Premium,FR,123.8,7,Classical,4,0,30,1
user_897,Premium,CA,99.8,4,Classical,10,0,4,0
user_898,Premium,AU,95.0,5,Rock,3,0,23,0
user_899,Premium,BR,81.2,3,Country,3,0,17,0
user_900,Premium,IN,117.7,5,Jazz,8,0,4,0
user_901,Premium,DE,127.6,7,Rock,6,0,15,0
user_902,Premium,UK,153.0,1,Electronic,10,0,31,0
user_903,Premium,BR,188.2,6,Electronic,6,0,8,0
user_904,Free,AU,21.7,4,Pop,6,0,7,1
user_905,Premium,IN,140.9,2,Electronic,4,0,1,0
user_906,Free,IN,35.9,0,Hip-Hop,3,1,4,1
user_907,Premium,RU,116.2,3,Electronic,0,0,4,0
user_908,Premium,FR,181.6,4,Pop,5,0,7,0
user_909,Premium,BR,170.9,8,Rock,5,0,32,0
user_910,Free,RU,90.7,6,Country,6,0,0,0
user_911,Premium,IN,106.4,4,Electronic,4,0,1,0
user_912,Premium,UK,117.6,1,Rock,5,0,4,0
user_913,Free,PK,89.3,0,Country,8,1,5,0
user_914,Premium,RU,161.6,0,Pop,4,0,0,0
user_915,Premium,PK,89.7,3,Classical,9,0,3,0
user_916,Premium,RU,139.9,2,Classical,3,1,1,0
user_917,Premium,AU,134.9,3,Classical,6,0,6,0
user_918,Premium,AU,178.1,3,Rock,1,1,15,0
user_919,Premium,CA,121.4,5,Classical,3,1,5,0
user_920,Premium,RU,78.8,3,Pop,8,0,13,0
user_921,Premium,UK,171.4,1,Hip-Hop,6,0,20,0
user_922,Free,US,74.3,2,Electronic,3,0,1,1
user_923,Premium,PK,158.4,0,Pop,6,0,56,0
user_924,Premium,AU,45.2,5,Hip-Hop,2,0,5,0
user_925,Premium,FR,102.5,2,Country,4,0,5,0
user_926,Premium,AU,182.0,7,Country,0,0,8,0
user_927,Premium,IN,116.9,2,Hip-Hop,11,0,2,0
user_928,Premium,RU,167.8,7,Hip-Hop,3,0,8,0
user_929,Free,UK,86.4,0,Electronic,9,0,13,0
user_930,Premium,UK,129.4,4,Rock,12,0,1,0
user_931,Premium,RU,104.1,1,Electronic,6,0,3,0
user_932,Free,US,135.3,1,Country,4,0,3,1
user_933,Premium,AU,139.2,5,Pop,4,0,0,0
user_934,Free,US,21.0,3,Electronic,11,0,5,0
user_935,Premium,PK,148.8,5,Hip-Hop,5,0,22,0
user_936,Premium,IN,152.2,7,Electronic,6,0,5,0
user_937,Premium,PK,129.6,5,Hip-Hop,1,0,3,0
user_938,Premium,DE,128.6,3,Classical,2,0,3,0
user_939,Free,US,123.7,4,Rock,10,0,0,0
user_940,Free,AU,23.3,0,Jazz,5,0,3,0
user_941,Premium,UK,157.2,4,Pop,8,0,26,0
user_942,Premium,RU,138.1,4,Hip-Hop,7,0,8,0
user_943,Free,DE,97.8,4,Jazz,2,1,21,1
user_944,Free,AU,90.2,1,Classical,6,0,2,1
user_945,Free,UK,121.5,2,Country,7,0,14,0
user_946,Premium,RU,96.3,3,Hip-Hop,0,0,2,0
user_947,Premium,DE,121.0,5,Country,4,0,15,0
user_948,Premium,RU,131.9,6,Country,8,0,33,1
user_949,Free,DE,30.4,1,Electronic,8,0,8,0
user_950,Premium,CA,146.8,5,Classical,0,0,3,0
user_951,Free,FR,116.9,0,Pop,2,0,5,0
